id,entext
503224, "ARMY BOOTS. Protect the feet and lower legs from both infection and wounds, including stab wounds. Make it safe to walk over burning coals and sharp objects such as nails."
503225, "ARMY GLOVES. Strong army-issue gloves. The fingertips and striking surfaces are reinforced with leather inserts. The fabric is an excellent repellent. They protect the hands, wrists, and forearms from contact with infected surfaces, as well as from burns and wounds."
503226, "OVERALLS. Army-issue sanitary overalls. An excellent repellent. Protects the torso, hands, legs, and head from accidental contact with infected surfaces. The durable material of the overalls protects from stab wounds and burns. Its camouflage colouring makes it difficult to target the wearer with a firearm."
503227, "WHITE VACCINE. The final variant of the 'organic vaccine'. A unique prophylactic drug based on a live culture of the Sand Plague. Even if one's immunity is completely suppressed by the infection, given a safe environment it will be restored in 25 minutes. Maintains one's immunity in infected districts for four hours."
503229, "BANDAGE. An elastic antiseptic bandage. Facilitates recovery after a traumatic injury. Closes and disinfects the wound, preventing inflammation."
503231, "BLACK VACCINE. An early sample of the 'organic vaccine' A makeshift prophylactic drug based on a dead culture of the Sand Plague. Allegedly restores one's immunity over the course of several hours."
503233, "DRAPERY. A piece of light fabric (a sheet, a tablecloth, or a cotton curtain). Used for moving around in infected areas in order to prevent accidental tactile contact with infected particles and surfaces. As a single-use item, it's usually thrown away before entering a building."
503235, "ETORPHINE. A powerful narcotic painkiller. It's very good at reducing pain and has a similarly strong sedative effect (35s, -35e). Restores strength when sleeping (3e/ph, 3s/ph). It should be remembered that an overdose can lead to a severely weakened state and even death. Effective for ten hours."
503237, "FEROMYCINUM. An antibiotic that kills microbes and suppreses their growth. Feromycinum causes a sharp decrease in the number of harmful microorganisms and halves an infection's rate of progression.  It does not eradicate the disease, but can significantly lower the level of infection and even return the patient to consciousness. Is very harmful to health."
503238, "HAZELNUT. A tree nut. These nuts don't grow in our region, but are often found in the town because of the children's favourite game of nuts. It's rumoured that there used to be a large stockpile of tree nuts in Warehouse 11 and Notkin's friends made off with four sacks. Can never be infected."
503239, "WALNUT. A rare nut for this area. Knowing the children's love for large nuts, the adults would use it as a reward. Now walnuts have become something akin to a currency among children. One could exchange a large walnut for something valuable. Can never be infected."
503240, "SMOKED MEAT. This meat was cooked a month ago. Very nutritious and filling. Is very popular among townsfolk and thus relatively hard to come by nowadays."
503242, "LEMON. Citrus medica, a common lemon. They're shipped to the region via the South-Western Railroad. A highly valuable fruit. Provides a rich supply of vitamins and reduces fatigue, but increases hunger. Increases immuntiy by a negligible amount. Lemons are considered a rarity in the region."
503243, "LENS. Lenses like this can be set into an optical apparatus and used to identify dense clusters of infected particles. Different lens sets allow for early detection and identification of different types of infected clusters."
503244, "PROTECTIVE MASK. An antibacterial mask. Reduces the chance of accidental infection, especially from conversation with an infected person. It is recommended to regularly change the mask. A used mask cannot be re-sterilized."
503245, "MERADORM. A painkiller (-25e) rather than a sleeping draught. Restores a small amount of health (3s). Good for restoring strength during sleep (5e/ph, 8s/ph). Meradorm has a strong sedative effect and induces sleep even during excruciating pain. The effect lasts for 5 hours."
503246, "MILK. A bottle of cow's milk. Be careful with this product! Milk is very good for one's health but its origin means there is always a big risk. Women say that recently cows have been producing a clear ichor, and dark clots have been found in steamed milk. Farm animals cannot be trusted these days."
503247, "MONOMYCINUM. An antibiotic that kills microbes in the organism and suppresses their growth. Monomycinum doesn't kill harmful microorganisms, but strongly impedes their reproduction which is crucial for this type of infection. Unable to destroy the disease but can reduce the rate of infection to a third. Significantly harmful to health."
503248, "MORPHINE. A universal opiate painkiller. Has a strong analgesic (15s) and sedative (-25e) effect. Used for heavy injuries, acute pain and in preparation for surgery. Reduces fatigue (8e/ph) and increases health (2s/ph) when sleeping. The effect lasts for 10 hours."
503250, "REPELLENT CLOAK. A long cloak made of synthetic material that serves as a good repellent. Protects the torso, wrists and neck from accidental contact with dangerous surfaces. The material is somewhat flame-proof, protecting the torso from burns."
